altar.png	Pixel art, 256x256 tile, isometric 3/4 view, centered, no text, no UI. Extremely simple Age of Empires 2 style altar icon, zoomed in to fill the whole image, thick outlines, limited palette, no fine details, clean silhouette, readable at a glance. Solid bright royal purple background (opaque), full frame filled with royal purple, no transparency, no checkerboard, no white/gray backdrop.
archery_range.png	Pixel art, 256x256 tile, isometric 3/4 view, centered, no text, no UI. Extremely simple Age of Empires 2 style archery range building icon, zoomed in to fill the whole image, thick outlines, limited palette, no fine details, clean silhouette, readable at a glance. Transparent background (true alpha), no checkerboard, no white background.
shield.png	Pixel art, 256x256 tile, isometric 3/4 view, centered, no text, no UI. Extremely simple Age of Empires 2 style shield icon, zoomed in to fill the whole image, thick outlines, limited palette, no fine details, clean silhouette, readable at a glance. Transparent background (true alpha), no checkerboard, no white background.
armory.png	Pixel art, 256x256 tile, isometric 3/4 view, centered, no text, no UI. Extremely simple Age of Empires 2 style armory icon, zoomed in to fill the whole image, thick outlines, limited palette, no fine details, clean silhouette, readable at a glance. Transparent background (true alpha), no checkerboard, no white background.
bar.png	Pixel art, 256x256 tile, isometric 3/4 view, centered, no text, no UI. Extremely simple Age of Empires 2 style metal bar ingot icon, zoomed in to fill the whole image, thick outlines, limited palette, no fine details, clean silhouette, readable at a glance. Transparent background (true alpha), no checkerboard, no white background.
barracks.png	Pixel art, 256x256 tile, isometric 3/4 view, centered, no text, no UI. Extremely simple Age of Empires 2 style barracks building icon, zoomed in to fill the whole image, thick outlines, limited palette, no fine details, clean silhouette, readable at a glance. Transparent background (true alpha), no checkerboard, no white background.
barrel.png	Pixel art, 256x256 tile, isometric 3/4 view, centered, no text, no UI. Extremely simple Age of Empires 2 style wooden barrel icon, zoomed in to fill the whole image, thick outlines, limited palette, no fine details, clean silhouette, readable at a glance. Transparent background (true alpha), no checkerboard, no white background.
blacksmith.png	Pixel art, 256x256 tile, isometric 3/4 view, centered, no text, no UI. Extremely simple Age of Empires 2 style blacksmith building icon, zoomed in to fill the whole image, thick outlines, limited palette, no fine details, clean silhouette, readable at a glance. Transparent background (true alpha), no checkerboard, no white background.
box.png	Pixel art, 256x256 tile, isometric 3/4 view, centered, no text, no UI. Extremely simple Age of Empires 2 style wooden crate box icon, zoomed in to fill the whole image, thick outlines, limited palette, no fine details, clean silhouette, readable at a glance. Transparent background (true alpha), no checkerboard, no white background.
branch.png	Pixel art, 256x256 tile, isometric 3/4 view, centered, no text, no UI. Extremely simple Age of Empires 2 style tree branch icon, zoomed in to fill the whole image, thick outlines, limited palette, no fine details, clean silhouette, readable at a glance. Transparent background (true alpha), no checkerboard, no white background.
bread.png	Pixel art, 256x256 tile, isometric 3/4 view, centered, no text, no UI. Extremely simple Age of Empires 2 style loaf of bread icon, zoomed in to fill the whole image, thick outlines, limited palette, no fine details, clean silhouette, readable at a glance. Transparent background (true alpha), no checkerboard, no white background.
bridge.png	Pixel art, 256x256 tile, top-down orthographic view, centered, no text, no UI. Extremely simple Age of Empires 2 style bridge terrain tile, top-down plank bridge segment, horizontal, seamless tessellatable full-tile coverage, thick outlines, limited palette, no fine details, readable at a glance, seamless edges, no border frame. No transparency; full tile filled with terrain.
bucket.png	Pixel art, 256x256 tile, isometric 3/4 view, centered, no text, no UI. Extremely simple Age of Empires 2 style wooden bucket icon, zoomed in to fill the whole image, thick outlines, limited palette, no fine details, clean silhouette, readable at a glance. Transparent background (true alpha), no checkerboard, no white background.
bush.png	Pixel art, 256x256 tile, isometric 3/4 view, centered, no text, no UI. Extremely simple Age of Empires 2 style bush icon, zoomed in to fill the whole image, thick outlines, limited palette, no fine details, clean silhouette, readable at a glance. Transparent background (true alpha), no checkerboard, no white background.
bushel.png	Pixel art, 256x256 tile, isometric 3/4 view, centered, no text, no UI. Extremely simple Age of Empires 2 style bundle of wheat icon, zoomed in to fill the whole image, thick outlines, limited palette, no fine details, clean silhouette, readable at a glance. Transparent background (true alpha), no checkerboard, no white background.
cactus.png	Pixel art, 256x256 tile, isometric 3/4 view, centered, no text, no UI. Extremely simple Age of Empires 2 style cactus icon, zoomed in to fill the whole image, thick outlines, limited palette, no fine details, clean silhouette, readable at a glance. Transparent background (true alpha), no checkerboard, no white background.
castle.png	Pixel art, 256x256 tile, isometric 3/4 view, centered, no text, no UI. Extremely simple Age of Empires 2 style castle icon, zoomed in to fill the whole image, thick outlines, limited palette, no fine details, clean silhouette, readable at a glance. Transparent background (true alpha), no checkerboard, no white background.
cave.png	Pixel art, 256x256 tile, top-down orthographic view, centered, no text, no UI. Extremely simple Age of Empires 2 style cave terrain tile, rocky cave floor texture with sparse pebbles, seamless tessellatable full-tile coverage, thick outlines, limited palette, no fine details, readable at a glance, seamless edges, no border frame. No transparency; full tile filled with terrain.
cliff_edge_{dir}.png	Pixel art, 200x200 tile, top-down orthographic cliff overlay only. Straight cliff segment spanning fully edge-to-edge (horizontal/vertical only; no diagonals). Rocky cliff face on the drop side, flat rim/ground on the opposite side with sparse grass tufts; no grass on the cliff face. North is top, east is right. Match thickness, palette, and line weight across all cliff sprites. Thick outlines, limited palette, no fine details. Solid royal purple background, full frame, no transparency. {orientation}	orient=edge,ref=ew
oriented/cliff_corner_in_nw.png	Pixel art, 200x200 tile, top-down orthographic cliff overlay only. Extremely simple Age of Empires 2 style. Concave right-angle cliff corner (innie). Cliff legs run from the midpoint of the bottom edge up to the center, then turn right to the midpoint of the east edge (clean 90° turn, no diagonal bridge; slight bow ok). Low/drop occupies the north and west edges; only the bottom-right (southeast) quadrant is higher rim/ground with sparse grass on the rim. Rocky cliff face on the low side only; no grass on the cliff face. Match thickness, palette, and line weight across all cliff sprites. Thick outlines, limited palette, no fine details, clean silhouette, readable at a glance. Full-tile coverage, no border frame. Solid bright royal purple background (pure royal purple), full frame, no transparency.
oriented/cliff_corner_out_se.png	Pixel art, 200x200 tile, top-down orthographic cliff overlay only. Extremely simple Age of Empires 2 style. Convex right-angle cliff corner (outie). A cliff runs from the midpoint of the bottom edge up to the center, then turns right to the midpoint of the right edge (clean 90° turn, no diagonal bridge; slight bow ok). The bottom-right quadrant is lower elevation; the other three quadrants are higher elevation with sparse grass on the rim. Rocky cliff face on the low side only; no grass on the cliff face. Match thickness, palette, and line weight across all cliff sprites. Thick outlines, limited palette, no fine details, clean silhouette, readable at a glance. Full-tile coverage, no border frame. Solid bright royal purple background (pure royal purple), full frame, no transparency.
clay_oven.png	Pixel art, 256x256 tile, isometric 3/4 view, centered, no text, no UI. Extremely simple Age of Empires 2 style clay oven icon, zoomed in to fill the whole image, thick outlines, limited palette, no fine details, clean silhouette, readable at a glance. Transparent background (true alpha), no checkerboard, no white background.
oriented/cow.png	Pixel art, 256x256 tile, isometric 3/4 view, centered, no text, no UI. Extremely simple Age of Empires 2 style cow icon, zoomed in to fill the whole image, thick outlines, limited palette, no fine details, clean silhouette, readable at a glance. Transparent background (true alpha), no checkerboard, no white background.
oriented/bear.png	Pixel art, 256x256 tile, isometric 3/4 view, centered, no text, no UI. Extremely simple Age of Empires 2 style bear icon, zoomed in to fill the whole image, thick outlines, limited palette, no fine details, clean silhouette, readable at a glance. Transparent background (true alpha), no checkerboard, no white background.
oriented/wolf.png	Pixel art, 256x256 tile, isometric 3/4 view, centered, no text, no UI. Extremely simple Age of Empires 2 style wolf icon, zoomed in to fill the whole image, thick outlines, limited palette, no fine details, clean silhouette, readable at a glance. Transparent background (true alpha), no checkerboard, no white background.
dock.png	Pixel art, 256x256 tile, isometric 3/4 view, centered, no text, no UI. Extremely simple Age of Empires 2 style dock building icon, zoomed in to fill the whole image, thick outlines, limited palette, no fine details, clean silhouette, readable at a glance. Transparent background (true alpha), no checkerboard, no white background.
door.png	Pixel art, 256x256 tile, isometric 3/4 view, centered, no text, no UI. Extremely simple Age of Empires 2 style wooden door icon, zoomed in to fill the whole image, thick outlines, limited palette, no fine details, clean silhouette, readable at a glance. Transparent background (true alpha), no checkerboard, no white background.
